5	3200
n003902	14	84
n003902	67	7
n006213	85	77
n006213	80	60
n006213	39	58
n006213	38	70
n006213	55	11
n006213	48	79
n006213	71	33
n006213	9	31
n006213	88	59
n006213	64	34
n002223	25	83
n002223	57	21
n002223	12	58
n002223	42	100
n002223	2	60
n002223	66	30
n002223	41	43
n002223	90	4
n002223	76	28
n002223	38	35
n000128	23	67
n000128	35	70
n000128	43	71
n000128	39	90
n000128	75	60
n000128	62	73
n000128	10	94
n000128	58	78
n000128	37	75
n000128	68	63
n000371	24	47
n000371	23	89
n000371	20	61
n000371	2	15
n000371	33	93
n000371	32	49
n000371	74	16
n000371	64	91
n000371	9	92
n000371	22	67
n000349	61	78
n000349	22	11
n000349	20	42
n000349	98	86
n000349	86	99
n000349	29	25
n000349	39	33
n000349	16	66
n000349	31	86
n000349	95	71
n002846	42	21
n002846	80	94
n002846	34	69
n002846	18	18
n002846	10	2
n002846	65	1
n002846	21	92
n002846	78	49
n002846	22	94
n002846	41	41
n005851	91	49
n005851	78	79
n005851	60	55
n005851	45	29
n005851	48	87
n005851	89	13
n005851	14	23
n005851	87	47
n005851	37	28
n005851	35	52
n001250	28	56
n001250	81	62
n001250	78	82
n001250	9	21
n001250	14	16
n001250	19	78
n001250	16	69
n001250	31	23
n001250	62	37
n001250	48	25
n006075	54	34
n006075	47	67
n006075	78	64
n006075	41	76
n006075	86	98
n006075	44	20
n006075	31	70
n006075	87	4
n006075	37	30
n006075	90	47
n003155	87	27
n003155	18	59
n003155	88	61
n003155	75	36
n003155	50	60
n003155	61	21
n003155	55	40
n003155	31	71
n003155	46	58
n003155	98	64
n005064	81	63
n005064	77	98
n005064	95	18
n005064	71	100
n005064	73	99
n005064	15	27
n005064	16	100
n005064	81	89
n005064	84	51
n005064	89	34
n004946	73	98
n004946	7	46
n004946	95	11
n004946	8	71
n004946	52	22
n004946	56	52
n004946	11	48
n004946	5	54
n004946	90	2
n004946	100	57
n005063	93	9
n005063	36	67
n005063	6	8
n005063	19	89
n005063	85	3
n005063	83	87
n005063	29	5
n005063	94	48
n005063	88	20
n005063	8	14
n001454	8	75
n001454	25	53
n001454	25	27
n001454	22	74
n001454	88	11
n001454	62	8
n001454	35	18
n001454	36	82
n001454	99	53
n001454	75	33
n006215	55	41
n006215	80	59
n006215	8	9
n006215	38	79
n006215	18	75
n006215	98	6
n006215	28	21
n006215	32	17
n006215	18	93
n006215	88	56
n001202	78	11
n001202	26	84
n001202	46	9
n001202	81	36
n001202	35	27
n001202	55	90
n001202	93	26
n001202	85	94
n001202	62	23
n001202	94	76
n008149	88	74
n008149	88	25
n008149	82	68
n008149	44	94
n008149	15	34
n008149	49	68
n008149	14	32
n008149	29	31
n008149	90	43
n008149	92	71
n000740	56	66
n000740	9	51
n000740	56	67
n000740	50	52
n000740	21	78
n000740	81	5
n000740	25	42
n000740	57	70
n000740	39	88
n000740	54	43
n008178	48	1
n008178	31	94
n008178	99	76
n008178	15	30
n008178	88	75
n008178	12	25
n008178	99	34
n008178	86	12
n008178	23	6
n008178	45	54
n006224	1	31
n006224	92	91
n006224	6	54
n006224	57	34
n006224	43	8
n006224	59	66
n006224	33	21
n006224	66	68
n006224	12	69
n006224	41	67
n004573	47	68
n004573	49	63
n004573	74	78
n004573	79	6
n004573	55	87
n004573	54	16
n004573	49	19
n004573	82	83
n004573	61	100
n004573	65	51
n008711	85	72
n008711	79	1
n008711	43	97
n008711	54	97
n008711	49	70
n008711	86	26
n008711	4	58
n008711	59	96
n008711	18	25
n008711	80	43
n008375	15	14
n008375	94	39
n008375	49	9
n008375	55	71
n008375	97	81
n008375	58	98
n008375	65	57
n008375	15	10
n008375	41	31
n008375	70	44
n008577	22	4
n008577	37	83
n008577	89	52
n008577	23	37
n008577	48	15
n008577	31	13
n008577	58	82
n008577	2	31
n008577	64	3
n008577	39	86
n000970	50	38
n000970	86	7
n000970	95	92
n000970	29	50
n000970	49	65
n000970	11	70
n000970	77	12
n000970	59	68
n000970	51	56
n000970	24	58
n007164	64	20
n007164	4	94
n007164	85	52
n007164	28	24
n007164	94	46
n007164	35	33
n007164	62	10
n007164	55	23
n007164	45	52
n007164	21	78
n006614	80	99
n006614	79	21
n006614	36	42
n006614	24	66
n006614	53	81
n006614	73	15
n006614	16	90
n006614	7	19
n006614	63	63
n006614	24	40
n007190	26	84
n007190	91	12
n007190	14	40
n007190	87	17
n007190	12	1
n007190	78	55
n007190	13	44
n007190	73	97
n007190	56	46
n007190	90	91
n003530	99	29
n003530	93	73
n003530	41	15
n003530	48	50
n003530	49	53
n003530	62	81
n003530	29	66
n003530	5	56
n003530	96	13
n003530	98	52
n007951	83	44
n007951	26	16
n007951	98	19
n007951	83	12
n007951	9	92
n007951	21	75
n007951	99	34
n007951	4	48
n007951	1	94
n007951	25	65
n008541	1	89
n008541	13	76
n008541	51	92
n008541	4	58
n008541	62	14
n008541	14	96
n008541	17	36
n008541	47	82
n008541	86	82
n008541	9	33
n000189	89	52
n000189	46	89
n000189	14	48
n000189	85	54
n000189	35	89
n000189	7	76
n000189	79	88
n000189	10	31
n000189	53	66
n000189	37	88
n004186	51	20
n004186	66	69
n004186	42	86
n004186	69	84
n004186	8	26
n004186	8	98
n004186	20	97
n004186	28	34
n004186	78	34
n004186	30	17
n007215	29	45
n007215	81	14
n007215	98	39
n007215	85	7
n007215	56	87
n007215	12	25
n007215	61	35
n007215	56	80
n007215	90	36
n007215	29	63
n003473	31	55
n003473	47	95
n003473	33	24
n003473	1	88
n003473	57	50
n003473	79	82
n003473	97	5
n003473	15	90
n003473	44	75
n003473	32	20
n003010	50	16
n003010	4	95
n003010	55	35
n003010	54	3
n003010	85	88
n003010	46	89
n003010	78	83
n003010	69	37
n003010	89	61
n003010	70	64
n006750	45	66
n006750	48	73
n006750	38	96
n006750	36	42
n006750	6	69
n006750	91	42
n006750	36	35
n006750	46	83
n006750	26	93
n006750	72	44
n007823	24	53
n007823	94	25
n007823	19	19
n007823	57	91
n007823	67	54
n007823	34	5
n007823	6	78
n007823	74	88
n007823	98	95
n007823	72	31
n000802	98	15
n000802	32	66
n000802	77	77
n000802	15	4
n000802	69	87
n000802	79	4
n000802	47	99
n000802	42	12
n000802	82	1
n000802	89	95
n001782	27	71
n001782	21	32
n001782	90	55
n001782	60	41
n001782	6	22
n001782	80	97
n001782	25	59
n001782	13	55
n001782	29	88
n001782	77	56
n009140	43	3
n009140	69	11
n009140	68	76
n009140	8	69
n009140	70	51
n009140	21	8
n009140	69	4
n009140	50	81
n009140	2	50
n009140	97	72
n008032	80	65
n008032	81	59
n008032	5	1
n008032	41	82
n008032	54	97
n008032	69	31
n008032	21	85
n008032	4	91
n008032	66	26
n008032	87	99
n009114	81	28
n009114	81	45
n009114	20	68
n009114	21	17
n009114	17	98
n009114	95	50
n009114	42	90
n009114	48	52
n009114	35	25
n009114	29	36
n008831	40	100
n008831	93	7
n008831	13	72
n008831	39	18
n008831	18	31
n008831	67	96
n008831	12	9
n008831	78	66
n008831	29	1
n008831	84	76
n005978	4	29
n005978	66	99
n005978	85	24
n005978	65	91
n005978	66	9
n005978	84	59
n005978	4	17
n005978	78	61
n005978	2	43
n005978	19	77
n000436	70	42
n000436	81	84
n000436	70	15
n000436	79	71
n000436	76	86
n000436	63	37
n000436	38	28
n000436	24	74
n000436	95	95
n000436	81	81
n007089	45	27
n007089	19	50
n007089	11	11
n007089	16	100
n007089	91	79
n007089	45	93
n007089	98	85
n007089	33	30
n007089	30	71
n007089	18	61
n002961	50	87
n002961	100	2
n002961	6	60
n002961	89	16
n002961	64	34
n002961	30	88
n002961	43	98
n002961	93	21
n002961	88	60
n002961	83	42
n006199	5	58
n006199	19	80
n006199	90	58
n006199	68	10
n006199	58	88
n006199	99	28
n006199	31	57
n006199	39	56
n006199	99	82
n006199	78	58
n000635	55	88
n000635	77	78
n000635	70	92
n000635	5	68
n000635	74	73
n000635	79	42
n000635	13	14
n000635	79	76
n000635	39	87
n000635	12	39
n007884	5	33
n007884	10	12
n007884	57	83
n007884	30	15
n007884	7	28
n007884	57	12
n007884	45	19
n007884	13	6
n007884	33	2
n007884	78	99
n006358	88	8
n006358	86	97
n006358	21	97
n006358	75	96
n006358	41	52
n006358	9	27
n006358	62	47
n006358	51	26
n006358	12	53
n006358	22	4
n001526	31	65
n001526	5	97
n001526	3	49
n001526	91	48
n001526	34	40
n001526	4	61
n001526	25	18
n001526	98	72
n001526	88	28
n001526	5	78
n006703	30	75
n006703	74	15
n006703	12	71
n006703	98	45
n006703	52	37
n006703	3	78
n006703	95	5
n006703	67	55
n006703	6	28
n006703	95	9
n002101	96	46
n002101	96	35
n002101	13	92
n002101	48	28
n002101	22	59
n002101	89	90
n002101	98	98
n002101	14	90
n002101	89	99
n002101	3	35
n004692	81	68
n004692	43	68
n004692	51	40
n004692	63	79
n004692	4	26
n004692	2	83
n004692	47	89
n004692	39	31
n004692	52	94
n004692	90	80
n002757	64	29
n002757	26	13
n002757	25	19
n002757	97	92
n002757	25	96
n002757	100	10
n002757	74	62
n002757	30	95
n002757	50	97
n002757	18	90
n003215	69	99
n003215	7	9
n003215	81	10
n003215	81	6
n003215	65	74
n003215	47	48
n003215	81	39
n003215	3	100
n003215	9	74
n003215	50	19
n001110	65	46
n001110	20	19
n001110	16	93
n001110	56	53
n001110	21	20
n001110	20	38
n001110	18	19
n001110	57	1
n001110	81	27
n001110	84	49
n005749	14	42
n005749	1	50
n005749	58	48
n005749	81	28
n005749	79	83
n005749	24	83
n005749	44	69
n005749	99	91
n005749	52	70
n005749	54	15
n000091	82	41
n000091	19	18
n000091	66	59
n000091	85	95
n000091	63	10
n000091	1	64
n000091	58	51
n000091	97	65
n000091	66	20
n000091	26	63
n002164	92	38
n002164	5	30
n002164	2	50
n002164	88	99
n002164	57	83
n002164	85	79
n002164	43	72
n002164	99	41
n002164	34	79
n002164	4	30
n000439	13	23
n000439	60	8
n000439	53	41
n000439	85	32
n000439	11	79
n000439	95	53
n000439	52	66
n000439	18	40
n000439	63	96
n000439	23	48
n005379	13	3
n005379	25	25
n005379	39	24
n005379	63	91
n005379	17	48
n005379	66	16
n005379	84	74
n005379	75	8
n005379	38	37
n005379	17	17
n004436	66	95
n004436	47	80
n004436	21	35
n004436	52	66
n004436	2	100
n004436	68	19
n004436	33	51
n004436	48	6
n004436	72	52
n004436	78	3
n008034	86	68
n008034	16	64
n008034	65	77
n008034	9	77
n008034	67	36
n008034	19	100
n008034	16	51
n008034	93	30
n008034	8	17
n008034	51	80
n000868	33	29
n000868	37	89
n000868	24	83
n000868	47	89
n000868	20	72
n000868	20	64
n000868	9	31
n000868	16	95
n000868	91	26
n000868	21	84
n005979	50	66
n005979	32	75
n005979	47	79
n005979	75	41
n005979	29	7
n005979	3	32
n005979	86	66
n005979	100	7
n005979	39	21
n005979	6	89
n000437	45	21
n000437	88	46
n000437	6	59
n000437	7	27
n000437	7	73
n000437	3	39
n000437	92	3
n000437	72	14
n000437	6	2
n000437	93	81
n005377	36	81
n005377	70	12
n005377	100	9
n005377	63	78
n005377	89	71
n005377	86	18
n005377	100	13
n005377	19	89
n005377	70	14
n005377	88	79
n001362	1	67
n001362	22	42
n001362	26	81
n001362	17	78
n001362	57	5
n001362	24	88
n001362	80	52
n001362	9	13
n001362	60	21
n001362	35	32
n003607	8	27
n003607	55	64
n003607	58	86
n003607	56	59
n003607	91	65
n003607	76	82
n003607	98	20
n003607	61	13
n003607	14	62
n003607	27	17
n004245	34	64
n004245	40	38
n004245	45	85
n004245	29	78
n004245	25	82
n004245	64	38
n004245	53	71
n004245	5	86
n004245	14	25
n004245	53	25
n006344	51	63
n006344	61	80
n006344	55	50
n006344	66	60
n006344	39	19
n006344	59	12
n006344	49	98
n006344	77	39
n006344	72	43
n006344	56	90
n008685	85	99
n008685	89	26
n008685	91	61
n008685	76	48
n008685	40	64
n008685	8	57
n008685	27	58
n008685	77	34
n008685	50	21
n008685	75	85
n001338	32	30
n001338	58	88
n001338	32	52
n001338	10	60
n001338	39	53
n001338	28	15
n001338	44	50
n001338	72	30
n001338	45	65
n001338	73	75
n007652	94	16
n007652	95	43
n007652	51	68
n007652	80	31
n007652	28	3
n007652	94	19
n007652	68	100
n007652	3	100
n007652	25	46
n007652	30	11
n005105	47	30
n005105	68	38
n005105	52	98
n005105	70	45
n005105	17	94
n005105	86	66
n005105	44	97
n005105	90	78
n005105	92	20
n005105	98	19
n005559	79	63
n005559	57	25
n005559	27	11
n005559	28	47
n005559	76	63
n005559	32	80
n005559	86	71
n005559	17	87
n005559	86	43
n005559	5	67
n003830	32	89
n003830	12	75
n003830	2	81
n003830	27	6
n003830	64	86
n003830	83	97
n003830	90	68
n003830	4	81
n003830	12	15
n003830	44	62
n000821	45	9
n000821	36	45
n000821	7	37
n000821	49	43
n000821	1	97
n000821	39	37
n000821	48	98
n000821	98	61
n000821	69	91
n000821	81	67
n002775	98	52
n002775	75	28
n002775	18	72
n002775	76	15
n002775	76	55
n002775	38	88
n002775	70	84
n002775	54	40
n002775	30	33
n002775	76	40
n006742	76	20
n006742	29	5
n006742	35	99
n006742	55	11
n006742	1	36
n006742	47	68
n006742	86	45
n006742	72	9
n006742	78	22
n006742	72	24
n000687	94	7
n000687	33	14
n000687	6	67
n000687	95	92
n000687	77	71
n000687	29	96
n000687	75	36
n000687	46	7
n000687	13	53
n000687	31	35
n001755	83	81
n001755	78	41
n001755	9	25
n001755	78	39
n001755	34	14
n001755	59	98
n001755	25	4
n001755	71	71
n001755	64	17
n001755	31	10
n007664	38	77
n007664	25	17
n007664	76	19
n007664	30	57
n007664	15	35
n007664	34	39
n007664	58	81
n007664	66	39
n007664	69	93
n007664	39	39
n006584	32	64
n006584	47	72
n006584	7	94
n006584	46	36
n006584	93	4
n006584	10	46
n006584	92	1
n006584	42	93
n006584	6	42
n006584	3	38
n002124	98	18
n002124	39	81
n002124	14	91
n002124	33	67
n002124	89	38
n002124	78	46
n002124	59	29
n002124	34	48
n002124	73	63
n002124	32	65
n002381	54	34
n002381	43	74
n002381	46	10
n002381	87	14
n002381	59	30
n002381	73	32
n002381	34	84
n002381	91	27
n002381	62	78
n002381	80	92
n007852	85	41
n007852	16	40
n007852	28	89
n007852	61	29
n007852	96	25
n007852	84	26
n007852	90	60
n007852	93	29
n007852	57	33
n007852	13	68
n001167	84	31
n001167	66	20
n001167	64	52
n001167	100	42
n001167	21	31
n001167	64	61
n001167	68	57
n001167	56	5
n001167	1	94
n001167	91	26
n001503	91	68
n001503	43	22
n001503	39	23
n001503	14	32
n001503	45	4
n001503	20	39
n001503	83	38
n001503	80	99
n001503	59	57
n001503	52	58
n005157	84	16
n005157	31	61
n005157	21	97
n005157	99	52
n005157	41	5
n005157	21	84
n005157	74	48
n005157	57	100
n005157	80	82
n005157	80	67
n003898	14	40
n003898	51	66
n003898	99	98
n003898	36	24
n003898	90	85
n003898	76	13
n003898	11	33
n003898	68	26
n003898	25	95
n003898	61	12
n005354	8	28
n005354	45	10
n005354	92	18
n005354	3	83
n005354	69	7
n005354	90	31
n005354	46	95
n005354	76	86
n005354	60	89
n005354	47	43
n006387	66	17
n006387	49	54
n006387	79	28
n006387	76	44
n006387	31	38
n006387	54	30
n006387	21	10
n006387	41	41
n006387	66	81
n006387	41	7
n006717	19	33
n006717	35	46
n006717	14	89
n006717	28	91
n006717	73	48
n006717	88	93
n006717	94	86
n006717	6	38
n006717	80	5
n006717	23	16
n007864	83	27
n007864	39	91
n007864	17	3
n007864	9	15
n007864	75	85
n007864	46	83
n007864	36	84
n007864	37	29
n007864	53	69
n007864	57	54
n004817	59	25
n004817	5	90
n004817	55	96
n004817	9	15
n004817	29	8
n004817	92	88
n004817	34	53
n004817	17	8
n004817	20	34
n004817	32	73
n002773	7	40
n002773	61	3
n002773	36	33
n002773	69	6
n002773	13	71
n002773	87	55
n002773	4	34
n002773	35	43
n002773	69	78
n002773	55	90
n003655	100	74
n003655	18	80
n003655	78	76
n003655	21	30
n003655	44	6
n003655	48	85
n003655	74	33
n003655	47	47
n003655	48	10
n003655	63	34
n003467	94	47
n003467	23	21
n003467	30	21
n003467	10	15
n003467	82	12
n003467	59	70
n003467	25	37
n003467	89	51
n003467	56	37
n003467	96	63
n000688	85	53
n000688	83	8
n000688	2	32
n000688	10	80
n000688	4	80
n000688	27	89
n000688	53	2
n000688	6	27
n000688	6	50
n000688	80	4
n003664	8	21
n003664	64	46
n003664	37	52
n003664	42	95
n003664	62	33
n003664	88	44
n003664	2	75
n003664	76	46
n003664	24	94
n003664	35	33
n007654	13	70
n007654	98	33
n007654	52	27
n007654	1	48
n007654	83	22
n007654	93	35
n007654	80	15
n007654	52	99
n007654	77	97
n007654	90	90
n003697	32	5
n003697	62	25
n003697	4	78
n003697	74	82
n003697	7	5
n003697	79	17
n003697	95	85
n003697	37	15
n003697	7	99
n003697	55	19
n008429	3	16
n008429	97	78
n008429	57	23
n008429	96	27
n008429	58	20
n008429	4	1
n008429	52	20
n008429	97	71
n008429	51	7
n008429	30	38
n007495	45	26
n007495	98	73
n007495	76	44
n007495	98	67
n007495	34	57
n007495	18	94
n007495	7	16
n007495	16	49
n007495	51	92
n007495	79	25
n003711	98	1
n003711	57	23
n003711	69	100
n003711	80	42
n003711	92	100
n003711	36	62
n003711	36	38
n003711	52	75
n003711	46	43
n003711	100	6
n009019	82	8
n009019	8	100
n009019	93	3
n009019	88	59
n009019	54	65
n009019	11	68
n009019	83	83
n009019	65	14
n009019	6	8
n009019	39	1
n006435	10	63
n006435	85	79
n006435	22	12
n006435	82	87
n006435	7	91
n006435	94	89
n006435	76	74
n006435	75	27
n006435	92	46
n006435	41	75
n002059	4	83
n002059	48	15
n002059	41	18
n002059	91	27
n002059	72	18
n002059	67	48
n002059	35	72
n002059	18	72
n002059	15	92
n002059	3	20
n005872	91	48
n005872	41	47
n005872	85	21
n005872	6	77
n005872	51	98
n005872	12	23
n005872	82	76
n005872	6	5
n005872	23	16
n005872	47	89
n002434	22	42
n002434	64	69
n002434	86	87
n002434	30	100
n002434	67	71
n002434	25	51
n002434	44	70
n002434	2	80
n002434	36	25
n002434	21	78
n002296	49	17
n002296	83	68
n002296	96	7
n002296	96	67
n002296	84	31
n002296	6	25
n002296	99	80
n002296	72	22
n002296	60	60
n002296	74	91
n005844	40	15
n005844	42	59
n005844	69	38
n005844	73	38
n005844	25	80
n005844	48	22
n005844	16	68
n005844	6	12
n005844	60	32
n005844	24	28
n006255	68	5
n006255	49	78
n006255	43	98
n006255	49	73
n006255	78	11
n006255	97	30
n006255	56	57
n006255	93	66
n006255	28	98
n006255	100	20
n002433	79	80
n002433	90	39
n002433	44	71
n002433	10	58
n002433	29	61
n002433	42	9
n002433	19	27
n002433	76	79
n002433	8	43
n002433	70	100
n007728	43	40
n007728	70	52
n007728	41	35
n007728	80	82
n007728	97	53
n007728	41	31
n007728	53	16
n007728	29	91
n007728	59	55
n007728	71	53
n002493	12	75
n002493	15	87
n002493	13	34
n002493	58	73
n002493	72	63
n002493	29	72
n002493	53	77
n002493	30	58
n002493	52	72
n002493	30	50
n004556	96	46
n004556	88	50
n004556	61	81
n004556	77	71
n004556	7	92
n004556	72	28
n004556	48	81
n004556	10	18
n004556	65	52
n004556	9	35
n009285	72	43
n009285	9	88
n009285	46	47
n009285	80	64
n009285	63	71
n009285	32	4
n009285	45	5
n009285	97	70
n009285	50	77
n009285	42	100
n001478	95	37
n001478	71	61
n001478	93	83
n001478	39	57
n001478	8	42
n001478	20	48
n001478	86	4
n001478	99	14
n001478	90	78
n001478	74	30
n007320	37	65
n007320	58	21
n007320	84	64
n007320	81	18
n007320	43	44
n007320	20	73
n007320	9	96
n007320	2	8
n007320	73	31
n007320	71	48
n001023	28	64
n001023	85	23
n001023	13	9
n001023	40	58
n001023	32	5
n001023	12	63
n001023	32	53
n001023	97	27
n001023	41	85
n001023	66	65
n006466	53	80
n006466	6	95
n006466	25	73
n006466	97	60
n006466	57	85
n006466	41	100
n006466	6	4
n006466	49	4
n006466	8	32
n006466	85	39
n009278	83	42
n009278	92	40
n009278	47	86
n009278	48	35
n009278	14	96
n009278	60	53
n009278	65	98
n009278	89	37
n009278	50	8
n009278	91	10
n005687	8	44
n005687	61	16
n005687	42	47
n005687	82	13
n005687	10	21
n005687	54	95
n005687	88	65
n005687	20	95
n005687	11	81
n005687	9	57
n006208	23	25
n006208	3	79
n006208	28	78
n006208	48	29
n006208	37	55
n006208	8	73
n006208	37	35
n006208	5	61
n006208	17	18
n006208	36	100
n009072	99	54
n009072	29	60
n009072	30	73
n009072	53	48
n009072	98	72
n009072	29	38
n009072	17	70
n009072	90	70
n009072	85	72
n009072	4	85
n006237	61	39
n006237	47	98
n006237	62	98
n006237	43	47
n006237	61	37
n006237	41	93
n006237	45	47
n006237	32	86
n006237	99	84
n006237	46	89
n001482	66	14
n001482	98	87
n001482	92	73
n001482	62	13
n001482	22	91
n001482	64	56
n001482	60	20
n001482	19	13
n001482	57	47
n001482	4	57
n008108	68	21
n008108	23	97
n008108	80	42
n008108	62	73
n008108	70	97
n008108	15	36
n008108	75	34
n008108	52	84
n008108	40	82
n008108	36	45
n005425	83	14
n005425	45	2
n005425	53	93
n005425	69	47
n005425	21	95
n005425	28	90
n005425	79	57
n005425	52	97
n005425	1	28
n005425	49	54
n007381	90	44
n007381	92	15
n007381	79	10
n007381	71	23
n007381	10	90
n007381	99	32
n007381	81	11
n007381	32	64
n007381	89	100
n007381	11	7
n006405	48	92
n006405	26	31
n006405	70	31
n006405	41	77
n006405	52	71
n006405	46	81
n006405	9	53
n006405	94	38
n006405	80	91
n006405	51	67
n000739	69	51
n000739	61	69
n000739	23	91
n000739	22	74
n000739	28	53
n000739	20	68
n000739	14	62
n000739	57	60
n000739	5	59
n000739	3	75
n000730	60	80
n000730	47	42
n000730	96	8
n000730	14	66
n000730	17	57
n000730	83	55
n000730	86	74
n000730	10	67
n000730	25	37
n000730	56	52
n007182	61	80
n007182	72	69
n007182	49	81
n007182	35	21
n007182	2	22
n007182	21	31
n007182	11	55
n007182	37	60
n007182	30	97
n007182	61	31
n008155	2	3
n008155	60	51
n008155	64	81
n008155	75	28
n008155	23	41
n008155	48	81
n008155	79	69
n008155	84	71
n008155	54	62
n008155	5	46
n000135	80	78
n000135	96	44
n000135	51	42
n000135	68	99
n000135	50	68
n000135	35	26
n000135	18	54
n000135	54	28
n000135	84	5
n000135	9	94
n008394	95	92
n008394	74	14
n008394	70	74
n008394	50	68
n008394	25	76
n008394	59	88
n008394	45	75
n008394	77	69
n008394	35	12
n008394	74	97
n009080	41	51
n009080	23	12
n009080	49	77
n009080	65	72
n009080	86	90
n009080	72	49
n009080	79	57
n009080	90	67
n009080	91	19
n009080	62	93
n007113	85	7
n007113	71	48
n007113	54	65
n007113	70	24
n007113	44	66
n007113	48	67
n007113	36	15
n007113	89	59
n007113	41	15
n007113	55	63
n007570	7	36
n007570	74	42
n007570	44	43
n007570	23	55
n007570	66	79
n007570	76	31
n007570	38	14
n007570	86	75
n007570	91	89
n007570	51	11
n001862	100	n002434	57
n001862	19	n004772	95
n001862	87	n006717	6
n001862	69	n007852	32
n001862	56	n000128	13
n001862	40	n000635	64
n001862	60	n008178	78
n001862	31	n002434	58
n001862	20	n005404	62
n001862	75	n003436	66
n008120	93	n000189	22
n008120	13	n003467	44
n008120	65	n006255	57
n008120	74	n000802	89
n008120	21	n009114	30
n008120	83	n006584	3
n008120	43	n004767	25
n008120	19	n006213	72
n008120	92	n009285	57
n008120	55	n004468	59
n002273	35	n008032	4
n002273	20	n008737	61
n002273	44	n004581	24
n002273	79	n006581	77
n002273	72	n005157	38
n002273	10	n008273	38
n002273	37	n009119	9
n002273	59	n007875	79
n002273	24	n009040	6
n002273	83	n001596	97
n006627	81	n008149	21
n006627	9	n007478	100
n006627	50	n001571	48
n006627	87	n004638	61
